GameIndex,Player_1_name,Player_1_draws,Player_1_cells_left,Player_2_name,Player_2_draws,Player_2_cells_left,Player_3_name,Player_3_draws,Player_3_cells_left,Player_4_name,Player_4_draws,Player_4_cells_left,OpeningPlayer,Winner,PlayerCount,Score,Turns,Seed,CellsUndrawn,CellsOnTable,CellsAmountCheck
8,Diogenes,0,0,Krecik,2,3,,,,,,,Krecik,Diogenes,2,20,5,9,16,9,True
8,Diogenes,4,0,Krecik,5,1,,,,,,,Krecik,Diogenes,2,6,11,10,9,18,True
8,Krecik,0,1,Diogenes,0,0,,,,,,,Diogenes,Diogenes,2,11,4,11,18,9,True
9,Protokół Zgredek,1,0,Krecik,4,3,,,,,,,Krecik,Protokół Zgredek,2,21,7,0,13,12,True
9,Protokół Zgredek,8,0,Krecik,7,2,,,,,,,Krecik,Protokół Zgredek,2,8,16,1,3,23,True
9,Protokół Zgredek,2,5,Krecik,0,0,,,,,,,Krecik,Krecik,2,20,4,2,16,7,True
9,Krecik,3,3,Protokół Zgredek,2,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,22,7,3,13,12,True
9,Protokół Zgredek,0,1,Krecik,0,0,,,,,,,Krecik,Krecik,2,2,4,4,18,9,True
9,Protokół Zgredek,0,0,Krecik,1,2,,,,,,,Krecik,Protokół Zgredek,2,14,5,5,17,9,True
9,Protokół Zgredek,2,1,Krecik,2,0,,,,,,,Krecik,Krecik,2,2,6,6,14,13,True
9,Krecik,7,0,Protokół Zgredek,8,2,,,,,,,Protokół Zgredek,Krecik,2,13,16,7,3,23,True
9,Krecik,6,2,Protokół Zgredek,5,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,14,12,8,7,19,True
9,Protokół Zgredek,2,0,Krecik,3,1,,,,,,,Krecik,Protokół Zgredek,2,7,8,9,13,14,True
9,Protokół Zgredek,4,0,Krecik,4,1,,,,,,,Krecik,Protokół Zgredek,2,6,10,10,10,17,True
9,Krecik,8,1,Protokół Zgredek,10,1,,,,,,,Protokół Zgredek,Krecik,2,6,16,11,0,26,True
9,Protokół Zgredek,1,2,Krecik,0,0,,,,,,,Krecik,Krecik,2,13,4,12,17,9,True
9,Krecik,0,1,Protokół Zgredek,0,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,4,4,13,18,9,True
9,Krecik,1,2,Protokół Zgredek,1,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,17,5,14,16,10,True
10,Protokół Zgredek,1,0,Diogenes,4,3,,,,,,,Diogenes,Protokół Zgredek,2,21,7,0,13,12,True
10,Protokół Zgredek,1,0,Diogenes,2,1,,,,,,,Diogenes,Protokół Zgredek,2,2,7,1,15,12,True
10,Protokół Zgredek,2,4,Diogenes,0,0,,,,,,,Diogenes,Diogenes,2,15,4,2,16,8,True
10,Diogenes,4,1,Protokół Zgredek,3,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,4,9,3,11,16,True
10,Protokół Zgredek,0,0,Diogenes,1,1,,,,,,,Diogenes,Protokół Zgredek,2,3,5,4,17,10,True
10,Protokół Zgredek,2,0,Diogenes,2,2,,,,,,,Diogenes,Protokół Zgredek,2,8,7,5,14,12,True
10,Protokół Zgredek,2,1,Diogenes,2,0,,,,,,,Diogenes,Diogenes,2,2,6,6,14,13,True
10,Diogenes,1,0,Protokół Zgredek,2,1,,,,,,,Protokół Zgredek,Diogenes,2,2,7,7,15,12,True
10,Diogenes,5,0,Protokół Zgredek,8,1,,,,,,,Protokół Zgredek,Diogenes,2,10,14,8,5,22,True
10,Protokół Zgredek,2,0,Diogenes,3,1,,,,,,,Diogenes,Protokół Zgredek,2,6,8,9,13,14,True
10,Protokół Zgredek,5,1,Diogenes,4,0,,,,,,,Diogenes,Protokół Zgredek,2,0,10,10,9,18,True
10,Diogenes,8,1,Protokół Zgredek,10,1,,,,,,,Protokół Zgredek,Diogenes,2,6,16,11,0,26,True
10,Protokół Zgredek,3,3,Diogenes,2,0,,,,,,,Diogenes,Diogenes,2,26,7,12,13,12,True
10,Diogenes,1,1,Protokół Zgredek,1,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,4,5,13,16,11,True
10,Diogenes,0,1,Protokół Zgredek,0,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,3,4,14,18,9,True
10,Protokół Zgredek,5,0,Diogenes,4,1,,,,,,,Diogenes,Protokół Zgredek,2,2,11,15,9,18,True
10,Diogenes,6,2,Protokół Zgredek,6,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,14,13,16,6,20,True
10,Protokół Zgredek,2,2,Diogenes,3,0,,,,,,,Diogenes,Diogenes,2,4,7,17,13,13,True
10,Protokół Zgredek,1,2,Diogenes,1,0,,,,,,,Diogenes,Diogenes,2,16,5,18,16,10,True
10,Protokół Zgredek,0,1,Diogenes,0,0,,,,,,,Diogenes,Diogenes,2,7,4,19,18,9,True
10,Protokół Zgredek,3,1,Diogenes,4,0,,,,,,,Diogenes,Diogenes,2,4,9,20,11,16,True
10,Diogenes,1,1,Protokół Zgredek,1,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,7,5,21,16,11,True
10,Diogenes,5,4,Protokół Zgredek,3,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,16,9,22,10,14,True
10,Diogenes,2,1,Protokół Zgredek,1,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,8,6,23,15,12,True
10,Protokół Zgredek,0,1,Diogenes,0,0,,,,,,,Diogenes,Diogenes,2,5,4,24,18,9,True
10,Diogenes,0,1,Protokół Zgredek,0,0,,,,,,,Protokół Zgredek,Protokół Zgredek,2,4,4,25,18,9,True
11,Rocket,2,1,Krecik,2,2,Whateva,1,0,,,,Whateva,Whateva,3,21,6,0,8,17,True
11,Whateva,3,4,Rocket,1,0,Krecik,3,3,,,,Krecik,Rocket,3,36,6,1,6,15,True
11,Rocket,2,4,Krecik,0,1,Whateva,0,0,,,,Whateva,Whateva,3,25,4,2,11,12,True
11,Krecik,2,1,Whateva,1,0,Rocket,2,1,,,,Rocket,Whateva,3,10,7,3,8,18,True
11,Rocket,0,0,Krecik,0,1,Whateva,2,3,,,,Whateva,Rocket,3,32,5,4,11,13,True
11,Whateva,3,1,Rocket,2,1,Krecik,3,0,,,,Krecik,Rocket,3,6,8,5,5,21,True
11,Rocket,2,2,Krecik,1,0,Whateva,1,1,,,,Whateva,Krecik,3,6,6,6,9,16,True
11,Rocket,4,1,Krecik,2,0,Whateva,3,1,,,,Whateva,Rocket,3,8,8,7,4,22,True
11,Whateva,1,1,Rocket,1,0,Krecik,3,2,,,,Krecik,Rocket,3,8,6,8,8,17,True
11,Rocket,1,3,Krecik,0,1,Whateva,0,0,,,,Whateva,Whateva,3,21,4,9,12,12,True
11,Rocket,3,1,Krecik,4,2,Whateva,3,0,,,,Whateva,Whateva,3,6,9,10,3,22,True
11,Krecik,1,3,Whateva,0,1,Rocket,0,0,,,,Rocket,Rocket,3,25,4,11,12,12,True
12,Rocket,0,1,Diogenes,1,3,Whateva,0,0,,,,Whateva,Whateva,3,23,4,0,12,12,True
12,Whateva,2,4,Rocket,2,2,Diogenes,1,0,,,,Diogenes,Diogenes,3,41,5,1,8,14,True
12,Rocket,2,4,Diogenes,1,2,Whateva,0,0,,,,Whateva,Whateva,3,24,4,2,10,12,True
12,Diogenes,3,2,Whateva,3,1,Rocket,3,0,,,,Rocket,Rocket,3,26,8,3,4,21,True
12,Rocket,1,1,Diogenes,1,0,Whateva,3,3,,,,Whateva,Diogenes,3,21,6,4,8,16,True
12,Whateva,3,1,Rocket,2,1,Diogenes,3,0,,,,Diogenes,Rocket,3,6,8,5,5,21,True
12,Rocket,1,3,Diogenes,0,1,Whateva,0,0,,,,Whateva,Whateva,3,14,4,6,12,12,True
12,Rocket,1,1,Diogenes,0,0,Whateva,1,2,,,,Whateva,Rocket,3,15,5,7,11,14,True
12,Whateva,1,1,Rocket,1,0,Diogenes,3,2,,,,Diogenes,Rocket,3,8,6,8,8,17,True
12,Rocket,1,2,Diogenes,0,0,Whateva,2,3,,,,Whateva,Diogenes,3,16,5,9,10,13,True
12,Rocket,2,4,Diogenes,2,2,Whateva,1,0,,,,Whateva,Whateva,3,22,5,10,8,14,True
12,Diogenes,1,2,Whateva,0,0,Rocket,1,2,,,,Rocket,Whateva,3,21,5,11,11,13,True
13,Rocket,0,1,Protokół Zgredek,1,3,Whateva,0,0,,,,Whateva,Whateva,3,23,4,0,12,12,True
13,Whateva,1,1,Rocket,2,2,Protokół Zgredek,2,0,,,,Protokół Zgredek,Protokół Zgredek,3,17,6,1,8,17,True
13,Rocket,2,4,Protokół Zgredek,0,1,Whateva,0,0,,,,Whateva,Whateva,3,21,4,2,11,12,True
13,Protokół Zgredek,3,2,Whateva,3,1,Rocket,3,0,,,,Rocket,Rocket,3,26,8,3,4,21,True
13,Rocket,1,1,Protokół Zgredek,1,0,Whateva,3,3,,,,Whateva,Protokół Zgredek,3,21,6,4,8,16,True
13,Whateva,3,1,Rocket,2,1,Protokół Zgredek,3,0,,,,Protokół Zgredek,Rocket,3,6,8,5,5,21,True
13,Rocket,2,2,Protokół Zgredek,1,0,Whateva,1,1,,,,Whateva,Protokół Zgredek,3,6,6,6,9,16,True
13,Rocket,4,1,Protokół Zgredek,2,0,Whateva,3,1,,,,Whateva,Rocket,3,8,8,7,4,22,True
13,Whateva,1,1,Rocket,1,0,Protokół Zgredek,3,2,,,,Protokół Zgredek,Rocket,3,8,6,8,8,17,True
13,Rocket,1,2,Protokół Zgredek,0,0,Whateva,2,3,,,,Whateva,Protokół Zgredek,3,16,5,9,10,13,True
